Longitude,Latitude,MOD13Q1_006__250m_16_days_EVI_doy2011081_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011097_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011113_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011129_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011145_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011161_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011177_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011193_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011209_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011225_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2011241_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012081_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012097_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012113_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012129_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012145_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012161_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012177_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012193_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012209_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012225_aid0001_tif,MOD13Q1_006__250m_16_days_EVI_doy2012241_aid0001_tif
-86.7126007,34.8931999,5054,5568,4958,3532,2290,2528,3820,2652,5427,5695,6325,2789,2682,2201,3081,3646,4922,4022,3043,4392,6160,6458
-86.7099991,34.8931999,3358,3212,2567,2398,3332,3458,4843,4497,5838,5152,6325,3393,3184,4457,2345,3646,3968,2778,3479,4392,6160,5436
-86.6492004,34.8930016,2638,3931,2066,2392,2273,2043,4141,5621,6785,6154,3541,3252,2061,1948,2663,2378,4153,4044,3605,8093,6922,5563
-86.6465988,34.8930016,3113,4093,1783,2354,2560,2395,4697,6027,7219,6318,3636,3711,2029,1931,2007,2330,3328,3990,,8008,7532,5493
-86.6440964,34.8930016,3238,4093,2286,3744,3681,2395,4986,5293,6168,6112,3558,4075,2273,2492,2570,3406,4042,3980,,8008,6800,5736
-86.6288986,34.8930016,1810,1590,1500,3648,3422,4434,7361,6790,5810,5658,4313,1741,2375,3767,4166,6947,6551,4765,4665,6337,3986,2166
-86.6238022,34.8930016,1255,1552,4795,2621,3220,4175,6919,6452,6936,5692,4519,2854,3952,1673,2951,5279,6496,6225,6184,2546,5087,3825
-86.6212997,34.8930016,1000,1734,1494,1587,2451,4538,7346,6860,7134,4873,3251,1464,1996,1339,2181,5327,8018,6916,6221,3529,3641,1530
-86.6187973,34.8928986,1115,1365,1036,1696,2873,4728,7253,6509,6878,4428,2397,1284,1365,1374,2127,5127,7780,7438,4894,7048,3697,1500
-86.6162033,34.8928986,1222,1587,1263,1827,2898,4903,6739,6448,7120,5322,2964,1484,1543,1559,2235,5674,7780,7221,5589,7302,3915,1531
-86.6137009,34.8928986,1116,1477,1270,1894,3396,5073,7003,6746,7332,5158,2875,1209,1451,1490,2104,5190,7428,5755,4956,7302,4213,1567
-86.6111984,34.8928986,985,1459,1128,2247,3468,4972,7397,6789,7304,4703,2312,1360,1294,1475,2130,2820,7537,5153,4167,6146,4041,1704
-86.6085968,34.8928986,1098,1613,1353,2552,3941,5207,7452,6682,6390,4652,2249,1217,1645,1723,2130,4251,7537,5145,2578,6146,3949,1704
-86.606102,34.8928986,1486,1544,1655,2509,3844,5090,7217,6990,6616,4367,2093,1609,1941,1731,3751,4049,6792,5976,4671,4718,3822,2290
-86.6035004,34.8928986,1199,1595,1477,2094,3318,3209,6379,6490,6020,4606,1935,1464,1589,1824,3812,5606,6792,4739,3074,4586,2397,2083
-86.5985031,34.8928986,2772,2713,5428,4032,5392,6043,5812,6246,5279,5208,4578,3618,5223,3929,4556,7201,6927,5590,5152,6097,3406,2663
-86.5908966,34.8928986,2024,3394,2648,1670,1764,2386,6125,7621,7722,7654,5836,1925,2818,3376,5389,6122,7458,6112,5135,4609,3238,3758
-86.5883026,34.8927994,1363,3639,1517,1497,1541,3251,4629,7629,7767,7943,6991,1258,1730,2195,4390,4675,7458,6382,5686,5007,4202,2291
-86.5858002,34.8927994,1266,1557,1428,1486,1873,2193,4266,7466,7655,7054,6287,1329,1629,2195,4106,5121,6800,5702,5651,5954,4295,2049
-86.5832977,34.8927994,2011,1659,1937,2334,4558,2953,4831,7466,7386,6874,6287,2177,3147,3409,4106,6111,6670,6093,5933,5954,5790,2784
-86.5654984,34.8927994,3240,5089,2759,2903,3259,2848,2526,6265,4066,4165,3241,3647,3871,2989,3780,4352,4784,2959,4705,5723,3641,3870
-86.5604019,34.8927002,3541,5473,3857,5084,3373,2513,3661,6134,6021,5939,4040,2677,3484,2406,2876,3079,4784,3440,3764,5374,3855,3319
-86.552803,34.8927002,6355,7818,7491,5439,3797,2782,2991,6144,7213,6738,7633,3299,1867,2160,3472,4737,6045,3880,3882,4582,2149,3032
-86.5503006,34.8927002,7799,7593,6470,6082,3695,2526,1764,7192,8588,8701,7253,1835,1836,1706,3707,5231,6045,4461,3773,5014,2192,2233
-86.5477982,34.8927002,6113,5798,5729,4368,3531,2968,2623,8131,8674,8816,8037,2011,3313,3041,3679,4384,6045,3678,4948,5643,4470,2233
-86.7126007,34.8911018,2662,4088,2370,4120,3777,3207,5972,5889,5597,5157,2858,2531,3566,2633,2906,2390,4972,3863,5758,8967,6062,5838
-86.7099991,34.8911018,2766,2760,1925,2727,2304,3485,5582,6392,5519,5616,3132,3578,3188,4061,2726,2108,2668,3784,5690,8921,9241,7671
-86.6492004,34.8908997,2609,4218,4291,4874,4849,2363,5793,5749,6751,6312,4862,3688,3867,3712,2501,3673,5198,4565,,7091,6432,5554
-86.646698,34.8908997,2782,4218,3923,2288,5146,2306,6095,5766,7088,6336,3720,3657,3210,3712,2398,3673,4894,4565,,7797,6694,5434
-86.6440964,34.8908997,3158,4218,3283,2764,3570,2370,4836,5592,7038,5987,4564,3890,3390,3444,2443,3140,3350,4490,5130,8089,6778,5329
-86.6314011,34.8908997,1794,2881,1810,2907,3173,3671,7415,6427,5294,6142,3544,1779,1776,2230,2507,5654,5326,6050,5285,5154,3742,3304
-86.6288986,34.8908997,1105,2440,1357,1531,2303,3516,7290,6813,6587,6074,3595,1244,1362,1432,2173,5266,7076,5901,6755,665,3326,2238
-86.6264038,34.8908997,1053,2526,1582,1444,2239,4017,7441,6688,7431,6558,3595,1306,1363,1408,2173,5091,7566,7460,6102,,3326,2135
-86.6238022,34.8908997,941,2523,1270,1454,2024,4056,7816,7128,7325,6615,3690,1707,1498,1403,2238,4989,7358,7559,6556,6602,3884,1583
-86.6212997,34.8908997,985,1592,1028,1528,2266,4155,7541,7117,7325,5965,3356,1231,1466,1391,2103,4989,7650,7350,6561,6488,3662,1354
-86.6187973,34.8908997,1044,1592,1072,1644,2767,5085,7491,6590,6910,4378,2644,1254,1256,1361,2076,5534,7577,7380,7210,8194,3708,1472
-86.6162033,34.8908005,1234,1592,1211,1883,2960,4872,7084,6562,6853,4642,2614,1444,1481,1604,2227,5346,7550,7235,6657,7525,4048,1472
-86.6137009,34.8908005,1214,1641,1247,1822,3086,5151,7127,6564,7028,5064,3017,1260,1512,1584,2205,3109,7582,7203,6574,7525,4212,1604
-86.6111984,34.8908005,991,1641,1164,2408,3295,5524,7125,6708,7246,4883,2356,1222,1321,1514,2257,3086,7573,6304,6014,7376,4774,1668
-86.6085968,34.8908005,1316,1820,1827,2835,4068,5206,6826,6622,6402,4763,2643,1275,1548,2025,3233,4054,6976,6241,5286,5331,4149,2503
-86.606102,34.8908005,1613,1746,1762,2349,4217,4667,6826,5973,6404,4288,2803,1692,1858,1789,3745,5974,6374,5540,4399,4840,4051,2503
-86.6035995,34.8908005,1392,1752,1516,2342,4161,4581,6708,6915,6354,5123,2968,1316,1640,1612,4875,5728,6653,6156,3869,3988,2558,2001
-86.6009979,34.8908005,1303,1625,1553,2362,4219,5235,6906,7024,6603,5442,3305,1253,1737,1701,5049,4161,5699,5102,4731,3988,2174,2083
-86.5985031,34.8908005,2629,2600,3241,3136,4343,5663,7050,7082,5238,5813,2882,2766,4213,3566,5108,6474,6996,5552,5150,6142,3131,2690
-86.5908966,34.8908005,1471,3527,3212,1979,2000,3041,5566,7847,7485,7474,6152,2109,3062,1789,5120,5842,7626,6032,5688,,5179,2126
-86.5883026,34.8908005,1427,1748,1729,1429,1717,2550,4132,8054,7432,6990,5789,1407,1683,1866,4288,5498,7099,6576,5550,4507,3344,2361
-86.5858002,34.8907013,1327,1535,1407,1504,1458,2216,4132,8147,7432,7132,6651,1234,1667,1744,4189,5217,7040,6465,6177,4861,2862,2199
-86.5832977,34.8907013,1225,1662,1363,1417,1837,1932,3794,7776,7744,6942,6290,1306,1540,1787,4876,5905,6970,6284,5847,4951,3213,2793
-86.5681,34.8907013,4083,6542,4686,5480,3874,2315,2642,6257,6173,6960,7590,1785,2935,2125,3637,3092,4934,3104,3672,4005,3793,2715
-86.5654984,34.8907013,6319,5916,5765,5999,3448,2031,1732,6257,8632,8942,7590,3321,1785,1586,3871,4330,7158,4185,3749,4005,3775,1994
-86.5630035,34.8907013,7527,7308,6739,5878,3369,2800,1859,7562,8805,8761,8371,2698,1511,3684,3708,3888,7158,4696,4729,4783,4059,1898
-86.5578995,34.8905983,5921,6833,6956,4826,4481,3119,2890,7222,5573,5879,7072,2581,3339,3172,3914,4761,7278,3507,4363,5448,3112,3155
-86.555397,34.8905983,5167,6833,7541,5552,4026,2698,1928,5993,6720,6870,6546,2081,2593,2257,3914,4828,7278,3507,4363,4962,2331,3631
-86.552803,34.8905983,6868,7803,7361,5823,3877,2659,1799,6773,7803,7867,7006,1941,1773,1792,3751,4398,6831,3759,3611,4628,2145,2404
-86.5503006,34.8905983,7394,8027,7407,5695,3443,2587,1852,6773,8156,8183,8613,1734,1642,1624,3057,4175,6831,3759,3611,5065,2192,1578
-86.5477982,34.8905983,6730,7976,8285,5674,3465,2361,1852,7739,8299,8106,8092,1605,1912,1701,3884,4453,6831,4432,4619,4981,2179,1775
-86.5427017,34.8905983,6567,6776,3806,1694,1815,2226,6397,8360,9050,8110,6488,2229,2115,3558,3366,3364,4727,4394,4467,4837,2793,5093
-86.5401993,34.8905983,5073,6776,2537,1802,2287,2978,5748,8721,8629,8009,6339,2423,3344,2693,3560,3207,4880,4394,6022,4837,2656,3927
-86.7126007,34.8889999,2930,4088,4456,4494,4229,3589,4371,5599,6955,7026,6125,3220,6287,4243,4378,5456,4774,4229,5742,6065,6509,5035
-86.7099991,34.8889999,3404,5107,5276,2987,3454,3568,5543,5462,5887,5157,6125,3415,4783,3233,2726,6408,6999,3298,2708,4278,5172,2911
-86.6492004,34.8889008,2791,3602,4438,4712,3707,4752,4463,5527,6356,5920,4373,4050,4543,5574,4813,6015,5198,5153,,7336,6080,5850
-86.6440964,34.8888016,2782,4185,3094,3185,3442,2523,4830,4818,6020,5823,4356,2647,3055,4143,2362,2419,3574,4314,3948,9043,6922,5329
-86.6315002,34.8888016,1794,2925,2879,3394,3173,4353,6738,5254,5765,5052,3544,2558,3043,3244,4088,6101,5501,6419,5592,7447,3141,3304
-86.6288986,34.8888016,1408,2483,3263,2867,2310,4471,7415,6427,7085,6142,3835,2363,3033,3212,4366,6101,7436,6419,5724,8140,3519,2238
-86.6264038,34.8888016,1513,2779,1357,2772,2413,4305,7290,6813,6778,6743,4335,1244,4389,3892,4191,5375,6288,6440,7176,,3326,2399
-86.6238022,34.8888016,1631,1711,1527,3346,2756,4169,6957,6773,6543,6675,4715,1306,1363,4903,2140,6150,6683,6499,7176,,2985,2399
-86.6212997,34.8888016,1403,1709,2051,4259,3039,4129,6603,6271,6652,5675,3428,1358,1498,1391,2400,5811,6653,5846,6255,5762,3480,3217
-86.6187973,34.8888016,1387,1709,1465,1637,3271,4209,6257,5530,5540,4136,3428,1306,1359,1391,2702,5811,6629,7380,4879,4607,4203,3665
-86.6162033,34.8888016,1044,1709,2137,1932,3903,5116,6653,5831,6471,5120,2614,1805,1755,1592,2666,5346,7142,6997,5723,7525,4107,1472
-86.6137009,34.8886986,1234,1701,1239,1764,2960,4767,6951,6535,6853,5996,3113,1483,1886,1650,2601,5346,7142,7001,6706,7525,4369,1610
-86.6111984,34.8886986,990,1701,1107,2109,3086,4639,7125,6564,7028,5698,2678,1222,1354,1399,2137,2950,7212,6969,6574,7376,4901,1601
-86.6085968,34.8886986,1030,1701,1227,2485,4066,5524,6608,6567,6701,4883,2465,1222,1568,1580,2257,3323,7178,7049,6759,7376,4342,1842
-86.606102,34.8886986,1480,1988,1769,2890,4099,4256,6314,6088,6091,4798,2610,1403,1651,1898,3233,5464,6412,6042,5617,4899,2792,1984
-86.6035995,34.8886986,1539,1988,1408,2349,4163,3764,6314,6239,6091,4660,2488,1333,1454,1789,4803,5974,6653,6149,3936,1929,2792,2002
-86.6009979,34.8886986,1303,1648,1320,2261,4750,4869,6610,6975,6663,5175,2706,1111,1559,1559,4901,6227,6643,6251,4821,4609,2013,2083
-86.5985031,34.8886986,1745,1917,1553,2687,5149,4981,7166,7145,6419,5386,3305,2845,3965,2848,4901,5931,6643,4401,5304,5325,2241,2083
-86.5908966,34.8886986,1491,3200,3522,2052,2039,3359,5045,7847,7403,7250,5590,2526,3602,1830,5441,6937,7533,5390,5300,,5455,2324
-86.5884018,34.8886986,1288,1915,1697,1502,1683,1631,4290,8167,7747,7743,6293,1343,1487,1766,4675,6202,7533,6357,6039,,2782,2126
-86.5858002,34.8886986,1273,1535,1415,1353,1457,2169,4132,8352,8095,7541,6651,1237,1630,1744,4487,5395,7316,6803,5550,4890,2203,1885
-86.5832977,34.8885994,1160,1461,1431,1506,1519,2178,3755,8501,8095,7405,6651,1382,1610,1779,4660,5905,7316,6803,6177,4881,2543,2164
-86.5807037,34.8885994,1374,2207,3353,3048,2315,2050,4205,8173,7779,7197,6299,2907,1828,3916,4876,6373,7064,5993,5310,4547,2608,2025
-86.5681,34.8885994,5864,6458,5176,4911,4069,2965,3350,5504,5171,4573,5339,1785,2764,3086,3193,4231,5468,3198,3852,4732,3247,2739
-86.5654984,34.8885994,6951,6458,7219,5766,4275,2315,3406,5435,7528,6569,7590,1785,2309,1586,3637,5952,6986,4253,4155,4528,3355,2224
-86.5630035,34.8885994,8040,7308,6825,6097,3672,1976,1871,7414,8905,8260,8695,1567,1858,2064,3871,6245,7158,4802,4274,5279,3355,2224
-86.5529022,34.8885002,6842,6727,7361,5326,4268,3418,3669,6365,7227,5350,6579,1900,2405,2563,3540,3235,7278,4556,3428,4962,4434,2587
-86.5503006,34.8885002,6058,6005,6760,4073,3482,2939,2430,6571,6316,5081,6256,1941,1861,1751,3057,2610,6831,4030,3586,4317,2145,2277
-86.5477982,34.8885002,6343,6815,6858,3933,3482,2108,1852,6276,6605,8185,6256,1761,1620,1599,3365,4175,6831,3539,3586,4317,2239,2397
-86.5453033,34.8885002,6334,6502,6672,5224,3497,2725,2260,7248,8318,8085,6924,1687,2444,1701,3297,4453,6668,3944,3958,4637,2310,1775
-86.5427017,34.8885002,4436,6502,5206,3040,3521,3493,5445,7542,8456,7772,5775,2757,2358,2420,4296,5139,6668,4246,4530,5560,3203,2037
-86.5401993,34.8885002,6567,6706,2537,2949,4052,4196,6575,7326,7957,7331,5813,2423,2115,2981,4656,5207,6110,4394,4467,5560,3850,3390
-86.7176971,34.8869019,3496,4480,4218,3707,3752,4053,5023,4903,6903,6173,4616,5134,6974,7036,3077,2272,4043,2341,2983,4809,7440,6594
-86.7151031,34.8869019,3113,4380,3224,2690,2049,1971,2988,5628,7782,7373,5792,6208,7575,7734,3701,2665,4438,2127,2635,6004,7847,7531
-86.7126007,34.8869019,3113,4380,2474,2236,2972,1894,2919,5379,6601,6509,5086,5670,6524,5439,4045,3983,3663,2403,3501,6065,5933,6980
-86.6492004,34.8867989,2838,3622,1656,2511,2402,2655,4179,4938,6198,5750,3345,2797,3074,3182,3060,3486,5002,4187,4037,7741,6926,5917
-86.6440964,34.8867989,2504,3622,4135,2773,2589,2140,5101,4920,6696,6344,4750,2647,1982,3485,2368,2405,2801,2970,4446,6377,6762,5399
-86.6416016,34.8866997,2071,3215,1492,1723,1675,2140,3199,4920,4792,5338,3494,2698,1758,3094,2261,2331,3608,3048,5719,6377,6383,4777
-86.6390991,34.8866997,1317,3261,1390,2587,2419,3072,3468,3829,6336,5484,3481,2920,2388,3094,2387,2929,4368,3649,5719,6802,6505,5667
-86.6364975,34.8866997,2239,3261,2195,2101,2313,3019,3894,4803,6475,6103,3920,3351,2338,2142,2326,3821,4200,4306,3797,6338,4369,3749
-86.6315002,34.8866997,1876,3421,1353,2036,3069,3151,6168,4688,5520,5204,3157,1637,1809,2168,5810,7249,6923,4686,4307,4318,2698,2443
-86.6288986,34.8866997,1885,3418,3247,1834,3288,3551,6900,5189,5550,5271,3392,3382,3932,4157,4366,5356,5861,4450,4497,7705,3938,3932
-86.6187973,34.8866997,2883,2410,5321,3253,5993,4681,6534,5727,5832,5519,4374,3369,4799,4158,5095,5344,6181,6113,5877,7574,5184,3826
-86.6137009,34.8866997,1640,3486,1904,2031,3556,4217,6974,7150,6614,4647,4218,1245,1273,1487,2066,3080,7324,6922,7367,7552,4769,1856
-86.6111984,34.8866997,1130,1866,1184,1903,2327,4169,7369,7150,7566,5626,3797,1193,1282,1651,2108,3187,7058,6721,7281,7690,4735,2060
-86.6085968,34.8866005,1085,1866,1245,2382,3383,5499,7458,7353,7123,5858,2283,1407,1782,2840,2635,3376,6599,6033,6053,5967,3580,1842
-86.606102,34.8866005,1384,1866,1923,2348,4026,5509,6589,6653,5972,5193,2233,1943,1725,1801,4471,5385,6696,6330,4143,4079,2178,2025
-86.6035995,34.8866005,2184,1951,2337,2825,4671,4797,6746,6659,5972,4603,3084,1608,1452,1428,4557,6593,6867,6421,4664,4079,1812,1652
-86.6009979,34.8866005,1233,1951,1710,2713,5454,4213,6746,6513,6128,4998,2604,2818,3045,2366,4990,5454,4406,4943,3937,4282,2580,1573
-86.5985031,34.8866005,1422,1967,1270,2743,4854,3940,7528,7441,5938,4291,2540,7011,7049,6633,3416,2506,4406,2329,2284,5325,6151,4768
-86.5908966,34.8866005,1450,2102,1929,2132,2033,3413,5822,8063,7743,7719,4672,1452,1636,1865,4451,5763,5604,6135,5618,5374,3167,2530
-86.5884018,34.8866005,1340,1628,1574,1419,1635,2266,4500,8322,7704,7220,5706,1173,1550,1807,4323,5353,7865,6480,5910,5884,2377,1821
-86.5858002,34.8866005,1254,1552,1394,1336,1363,2115,3897,8322,8126,7237,6241,1150,1495,1630,4581,5763,7907,6426,4875,5754,2138,1698
-86.5832977,34.8866005,1061,1347,1126,1378,1446,2026,3789,8325,8034,7388,6241,1303,1462,1762,4655,5613,7871,6426,5210,5744,2138,1698
-86.5808029,34.8866005,1147,1537,1567,1504,1508,2139,3549,8347,8280,7366,6466,1272,1558,1854,4416,5541,6833,4935,5571,5744,2274,1967
-86.5782013,34.8865013,1409,1880,2412,1581,2348,3273,4352,8450,7382,7456,6367,1272,1558,1854,4416,5541,6833,4935,5571,5744,2274,1967
-86.5655975,34.8865013,7007,5784,5375,6482,4418,2951,3959,6423,7119,6975,5327,2675,3649,2964,3620,5171,6952,4395,4529,4645,4057,2693
-86.5630035,34.8865013,8138,6199,7631,6033,3757,2751,2117,6974,8579,8388,8140,2699,2247,1618,3692,4759,6952,4797,3831,5279,2857,1533
-86.5605011,34.8865013,6646,6199,7887,5817,3870,2316,2401,6974,7186,7471,8140,1788,1826,2143,3468,5054,6952,4754,3852,5279,2425,2248
-86.5578995,34.8865013,4441,5697,5364,3965,3805,3304,4868,6361,5558,4817,5423,2697,2838,2097,3248,3984,6633,4736,6460,6324,4267,3454
-86.5503006,34.8863983,1154,5240,1584,2492,3429,3501,3189,4848,4465,2673,2981,3923,2037,1748,1699,1589,4987,2947,4645,4648,4653,2440
-86.5477982,34.8863983,2495,3586,4171,1829,2662,2005,2356,4868,5786,5201,2953,4374,1662,1587,2811,2764,4987,3029,4469,4765,3328,2681
-86.5453033,34.8863983,6424,7229,6945,5399,2970,2199,1775,4978,7002,7779,5271,1621,1632,1587,2811,4294,5402,3592,4727,5013,2912,2447
-86.5072021,34.8862991,3318,2897,1605,1574,1743,1803,3416,7490,7294,9934,6367,2211,2269,2594,5182,6161,5850,4293,5155,5206,3565,3107
-86.5046997,34.8862991,3395,4013,1582,1607,1780,1803,3626,7577,7919,9720,7806,1984,2069,2349,6421,7260,7441,7295,5894,5206,3011,2183
-86.5021973,34.8862991,3397,3257,2321,1714,1917,1978,3604,7098,8254,8892,6528,2243,1919,2542,6137,8002,6438,7607,6557,6391,2775,2134
-86.4919968,34.8862,3039,4046,3930,3957,3587,2317,4942,7275,7340,6938,5502,3968,5757,6553,5559,6410,6065,7277,4716,6713,6719,5113
-86.7176971,34.8848991,3423,4258,5004,4684,5083,5262,5789,5380,5746,5316,4616,5576,5546,6565,2703,2569,3660,3148,3581,4838,7371,5771
-86.7151031,34.8848,3159,4258,3319,2959,2515,3077,3814,5087,7233,6574,5371,6841,7383,7432,2013,2081,3008,2126,2322,6004,8480,6936
-86.7126007,34.8848,2899,4258,2284,2690,2049,1894,2919,4829,7782,6825,5086,5492,5984,5333,2906,3255,4086,2301,3304,6004,6601,7214
-86.6492004,34.8847008,2907,3576,3136,2735,2398,2588,4179,4690,6152,5058,3310,2690,2083,2263,2246,2685,3323,3751,4037,7454,6295,6383
-86.646698,34.8847008,2363,3576,1656,1794,2429,2165,3671,4814,6078,6080,4064,2792,3074,3182,2294,3486,3532,4187,3209,7454,7106,5917
-86.6440964,34.8847008,2363,3374,2988,2851,3512,2695,4764,4545,6304,6076,4772,2216,2635,2909,2563,3422,4224,3739,4446,6705,4260,5127
-86.6390991,34.8846016,2463,3038,3125,2154,2616,2149,4870,4270,6976,6725,4407,3222,2322,2547,1906,2711,3662,3649,6914,7560,7421,5510
-86.6364975,34.8846016,2554,3082,1863,1764,1898,2402,4646,6070,6754,7830,4404,2946,1833,3094,1906,3232,4222,3912,4096,5747,5536,5667
-86.6315002,34.8846016,1979,3541,1356,1810,1996,2610,6120,4688,5947,5342,3072,1637,1584,2846,6210,7138,6224,5428,4427,3569,2135,1829
-86.6288986,34.8846016,1259,3541,1765,1373,1818,3168,6168,5436,5947,5204,3332,4146,3932,4157,5810,5447,5920,4452,3820,4318,2698,3857
-86.6137009,34.8846016,2776,3437,3306,3406,3136,3242,6538,5178,6782,4654,4022,2225,3518,4234,2284,3030,4982,2614,3214,5128,4622,4206
-86.6111984,34.8846016,2184,3486,1758,2690,3136,2122,5730,5528,5350,3941,2577,3242,4499,4631,2460,2650,3161,6519,2786,5128,4485,3855
-86.6087036,34.8846016,2390,3486,2646,3956,2899,4575,4730,5528,4960,3822,2519,3089,2865,2840,2515,3187,6055,5550,2752,4072,3692,2060
-86.6035995,34.8844986,2012,2562,2252,3596,4399,4104,6067,6653,4724,4156,2233,1608,4965,3212,2789,5166,4099,3443,3378,4079,7621,4504
-86.6010971,34.8844986,1591,2562,1493,3351,5454,3840,6267,6513,5225,4122,2604,2756,6319,3835,4557,3871,2543,2500,2478,4282,1812,6996
-86.5985031,34.8844986,1444,2562,1762,2666,5258,3889,6792,6513,5259,4259,2604,6641,6727,6499,2998,2411,2385,2147,2324,4282,6376,6569
-86.5908966,34.8844986,1891,2102,2934,2132,2404,3178,4856,7085,7084,6758,4054,1787,1838,2202,3859,5487,7049,6135,6054,5629,3596,3377
-86.5884018,34.8844986,1450,2371,1846,1612,2026,1741,3704,7948,7110,7868,6951,1173,1814,1789,4323,5233,7865,6645,6095,6078,2929,2148
-86.5858002,34.8844986,1340,1628,1394,1459,1777,2250,4199,7757,7980,7367,6575,1168,1469,1619,4684,5863,7865,6645,6095,6078,1979,1735
-86.5832977,34.8844986,1175,1425,1154,1315,1363,2096,3627,8356,8126,7433,6575,1185,1466,1623,4581,5891,7907,6606,3460,6248,2138,1786
-86.5808029,34.8844986,1156,1504,1316,1490,1497,2040,3789,8325,8266,7388,6688,1174,1459,1601,4679,5792,7760,6437,2677,6248,2309,1967
-86.5782013,34.8844986,1361,1706,1651,1451,1568,2009,3549,8420,8542,7499,6466,1146,1558,1962,4556,5800,7760,6022,5571,6235,3610,2882
-86.5756989,34.8843994,1392,1904,1749,1581,1487,2056,3764,7172,7703,8355,6292,3195,3803,3028,5460,5969,5960,5632,5114,6235,3610,4488
-86.5655975,34.8843994,5886,6000,4989,4736,4713,2848,3959,6138,7119,6975,5120,1887,2247,1579,3886,5572,6606,4703,3497,5277,4738,2693
-86.5630035,34.8843994,7986,6000,7230,5599,3714,2951,1873,7345,9028,8557,8307,1902,1641,1729,3471,5079,6606,4939,3852,5135,2253,1533
-86.5605011,34.8843994,7521,6199,7755,5817,3617,2455,1816,7302,8285,8661,8291,3077,2068,1729,2835,4528,6132,5030,3852,6443,3401,2101
-86.5579987,34.8843994,6646,5306,6701,3476,3235,2534,3753,7108,6325,5966,6320,5261,3028,2124,3248,2472,6440,5608,8234,7167,5100,2716
-86.555397,34.8843994,2392,5306,3705,2844,3054,3310,5300,5982,6384,3818,2306,6223,2798,3834,3450,1851,6633,5098,8253,7167,5047,2716
-86.5503006,34.8843994,1107,3147,1258,2225,3678,3304,3253,4560,4420,2826,2127,1879,2218,1568,2356,1589,4987,3065,5578,4648,3705,2715
-86.5477982,34.8843002,1399,3147,2189,1883,2108,1980,3189,4161,4060,2673,3456,2075,2150,1604,2257,3206,5402,3592,3851,5013,3059,2681
-86.5453033,34.8843002,3406,4247,5001,3895,2456,2152,1622,5006,5978,5864,6312,1646,1632,1604,2822,3286,5402,3634,3781,5013,4783,4462
-86.5073013,34.884201,2897,3517,1952,1732,1872,1857,3385,6877,9351,9421,5880,1886,1983,2198,4334,6172,5687,4203,5877,5660,3094,2136
-86.5046997,34.884201,2969,3529,1804,1666,1784,1740,3480,7264,9205,8766,8935,1999,2069,2176,6079,7079,7316,7279,6519,5408,2573,1976
-86.5021973,34.884201,3572,4789,2886,1787,1938,1895,3597,6692,9052,9365,7998,1948,1868,2058,5087,6201,7441,7476,6519,6785,2573,1807
-86.489502,34.8841019,2994,2681,3713,2043,1981,2788,4628,7402,8400,6173,5836,3271,3664,2964,4218,2607,4451,4940,4716,5922,6721,5724
-86.4869995,34.8841019,3337,2681,2388,1810,1954,1946,3996,7131,8667,6190,5944,3271,2309,2237,1960,2141,3485,3729,4277,5922,6498,5772
-86.4843979,34.8841019,3100,2734,2066,2679,2813,2367,4680,7154,7924,8103,5312,3816,1917,3646,3509,1948,3577,3527,4232,5653,6469,5985
-86.7151031,34.8828011,3775,4255,3410,3112,2549,1764,3253,5021,7440,7090,4753,6004,4848,5551,2493,2906,4025,2686,2736,4518,6955,4982
-86.7126007,34.8828011,2242,4520,3316,2375,3693,3450,3776,4949,7199,7074,4695,5921,6312,5441,2835,3852,4086,3272,3390,4518,6484,6045
-86.646698,34.8825989,2702,3576,3056,2873,2553,2536,4032,4587,5192,5589,3864,3148,2220,2268,2193,2831,3771,4224,8100,6136,7304,5866
-86.6442032,34.8825989,2642,3437,1868,2014,2269,2452,4198,5533,6668,7085,4781,2942,2249,2171,2240,2636,3983,4383,9235,7050,6914,5083
-86.6416016,34.8825989,2556,3437,1883,2269,2086,2823,4157,5574,6768,7259,4736,2728,1955,2547,1912,2152,3659,3887,7386,6750,6923,4959
